    #parametro     lambda_01     lambda_02     lambda_03
      4.313750      0.000031     -0.069185    -11.244596
      4.313875     -0.000029     -0.069359    -11.244487
      4.314000     -0.000157     -0.069524    -11.244319
      4.314125     -0.000304     -0.069725    -11.244096
      4.314250     -0.000420     -0.070007    -11.243822
      4.314375     -0.000471     -0.070398    -11.243506
      4.314500     -0.000470     -0.070859    -11.243171
      4.314625     -0.000482     -0.071276    -11.242868
      4.314750     -0.000535     -0.071546    -11.242669
      4.314875     -0.000462     -0.071811    -11.242603
      4.315000     -0.000136     -0.072246    -11.242618
      4.315125      0.000164     -0.072643    -11.242646
      4.315250      0.000310     -0.072920    -11.242640
      4.315375      0.000317     -0.073111    -11.242581
      4.315500      0.000229     -0.073266    -11.242463
      4.315625      0.000095     -0.073432    -11.242288
      4.315750     -0.000038     -0.073653    -11.242059
      4.315875     -0.000122     -0.073970    -11.241782
      4.316000     -0.000143     -0.074386    -11.241471
      4.316125     -0.000142     -0.074821    -11.241162
      4.316250     -0.000183     -0.075148    -11.240919
      4.316375     -0.000221     -0.075351    -11.240804
      4.316500     -0.000018     -0.075678    -11.240803
      4.316625      0.000315     -0.076090    -11.240850
      4.316750      0.000528     -0.076396    -11.240882
      4.316875      0.000585     -0.076592    -11.240868
      4.317000      0.000522     -0.076725    -11.240796
      4.317125      0.000385     -0.076845    -11.240666
      4.317250      0.000225     -0.076997    -11.240478
      4.317375      0.000090     -0.077226    -11.240238
      4.317500      0.000017     -0.077563    -11.239954
      4.317625     -0.000004     -0.077973    -11.239648
      4.317750     -0.000037     -0.078344    -11.239369
      4.317875     -0.000113     -0.078572    -11.239190
      4.318000     -0.000074     -0.078785    -11.239142
      4.318125      0.000223     -0.079173    -11.239175
      4.318250      0.000506     -0.079535    -11.239220
      4.318375      0.000637     -0.079782    -11.239230
      4.318500      0.000629     -0.079947    -11.239182
      4.318625      0.000527     -0.080080    -11.239072
      4.318750      0.000378     -0.080228    -11.238901
      4.318875      0.000232     -0.080437    -11.238670
      4.319000      0.000134     -0.080748    -11.238386
      4.319125      0.000103     -0.081166    -11.238062
      4.319250      0.000096     -0.081615    -11.237732
      4.319375      0.000049     -0.081964    -11.237460
      4.319500     -0.000003     -0.082188    -11.237309
      4.319625      0.000174     -0.082529    -11.237270
      4.319750      0.000491     -0.082964    -11.237277
      4.319875      0.000686     -0.083293    -11.237268
      4.320000      0.000717     -0.083508    -11.237209
      4.320125      0.000619     -0.083655    -11.237089
      4.320250      0.000439     -0.083781    -11.236908
      4.320375      0.000226     -0.083935    -11.236667
      4.320500      0.000033     -0.084162    -11.236371
      4.320625     -0.000100     -0.084495    -11.236030
      4.320750     -0.000181     -0.084905    -11.235664
      4.320875     -0.000269     -0.085284    -11.235322
      4.321000     -0.000401     -0.085522    -11.235077
      4.321125     -0.000428     -0.085734    -11.234964
      4.321250     -0.000189     -0.086123    -11.234938
      4.321375      0.000051     -0.086497    -11.234928
      4.321500      0.000143     -0.086756    -11.234887
      4.321625      0.000098     -0.086930    -11.234793
      4.321750     -0.000040     -0.087069    -11.234640
      4.321875     -0.000225     -0.087220    -11.234430
      4.322000     -0.000407     -0.087429    -11.234165
      4.322125     -0.000538     -0.087736    -11.233851
      4.322250     -0.000599     -0.088150    -11.233502
      4.322375     -0.000627     -0.088599    -11.233149
      4.322500     -0.000689     -0.088956    -11.232856
      4.322625     -0.000754     -0.089183    -11.232688
      4.322750     -0.000592     -0.089519    -11.232640
      4.322875     -0.000266     -0.089964    -11.232645
      4.323000     -0.000042     -0.090316    -11.232642
      4.323125      0.000028     -0.090559    -11.232595
      4.323250     -0.000020     -0.090738    -11.232492
      4.323375     -0.000142     -0.090903    -11.232330
      4.323500     -0.000290     -0.091097    -11.232113
      4.323625     -0.000413     -0.091368    -11.231844
      4.323750     -0.000473     -0.091746    -11.231531
      4.323875     -0.000477     -0.092205    -11.231194
      4.324000     -0.000483     -0.092637    -11.230880
      4.324125     -0.000535     -0.092929    -11.230661
      4.324250     -0.000496     -0.093178    -11.230576
      4.324375     -0.000191     -0.093601    -11.230583
      4.324500      0.000125     -0.094015    -11.230611
      4.324625      0.000292     -0.094308    -11.230610
      4.324750      0.000316     -0.094509    -11.230556
      4.324875      0.000239     -0.094668    -11.230445
      4.325000      0.000108     -0.094831    -11.230277
      4.325125     -0.000027     -0.095044    -11.230054
      4.325250     -0.000120     -0.095348    -11.229782
      4.325375     -0.000148     -0.095755    -11.229472
      4.325500     -0.000145     -0.096197    -11.229157
      4.325625     -0.000179     -0.096548    -11.228898
      4.325750     -0.000228     -0.096760    -11.228761
      4.325875     -0.000067     -0.097062    -11.228746
      4.326000      0.000269     -0.097481    -11.228788
      4.326125      0.000505     -0.097806    -11.228824
      4.326250      0.000583     -0.098016    -11.228816
      4.326375      0.000534     -0.098158    -11.228752
      4.326500      0.000406     -0.098278    -11.228629
      4.326625      0.000247     -0.098424    -11.228448
      4.326750      0.000105     -0.098641    -11.228215
      4.326875      0.000023     -0.098963    -11.227935
      4.327000     -0.000003     -0.099369    -11.227628
      4.327125     -0.000029     -0.099756    -11.227340
      4.327250     -0.000102     -0.100008    -11.227140
      4.327375     -0.000099     -0.100204    -11.227072
      4.327500      0.000172     -0.100576    -11.227096
      4.327625      0.000471     -0.100954    -11.227143
      4.327750      0.000625     -0.101217    -11.227159
      4.327875      0.000636     -0.101391    -11.227120
      4.328000      0.000545     -0.101526    -11.227019
      4.328125      0.000400     -0.101669    -11.226856
      4.328250      0.000250     -0.101866    -11.226634
      4.328375      0.000143     -0.102160    -11.226358
      4.328500      0.000102     -0.102565    -11.226038
      4.328625      0.000096     -0.103017    -11.225704
      4.328750      0.000058     -0.103391    -11.225417
      4.328875     -0.000005     -0.103626    -11.225244
      4.329000      0.000128     -0.103938    -11.225191
      4.329125      0.000447     -0.104377    -11.225194
      4.329250      0.000669     -0.104729    -11.225189
      4.329375      0.000725     -0.104961    -11.225139
      4.329500      0.000646     -0.105117    -11.225028
      4.329625      0.000477     -0.105246    -11.224856
      4.329750      0.000267     -0.105393    -11.224624
      4.329875      0.000068     -0.105608    -11.224336
      4.330000     -0.000075     -0.105925    -11.223999
      4.330125     -0.000162     -0.106330    -11.223633
      4.330250     -0.000245     -0.106724    -11.223281
      4.330375     -0.000373     -0.106988    -11.223014
      4.330500     -0.000437     -0.107185    -11.222879
      4.330625     -0.000230     -0.107554    -11.222842
      4.330750      0.000026     -0.107944    -11.222832
      4.330875      0.000143     -0.108221    -11.222797
      4.331000      0.000117     -0.108406    -11.222711
      4.331125     -0.000010     -0.108549    -11.222566
      4.331250     -0.000190     -0.108696    -11.222364
      4.331375     -0.000376     -0.108892    -11.222107
      4.331500     -0.000519     -0.109182    -11.221799
      4.331625     -0.000591     -0.109582    -11.221452
      4.331750     -0.000621     -0.110035    -11.221094
      4.331875     -0.000674     -0.110417    -11.220784
      4.332000     -0.000752     -0.110658    -11.220591
      4.332125     -0.000640     -0.110961    -11.220524
      4.332250     -0.000318     -0.111408    -11.220524
      4.332375     -0.000070     -0.111782    -11.220524
      4.332500      0.000025     -0.112041    -11.220484
      4.332625     -0.000007     -0.112229    -11.220389
      4.332750     -0.000120     -0.112394    -11.220236
      4.332875     -0.000266     -0.112581    -11.220027
      4.333000     -0.000397     -0.112837    -11.219765
      4.333125     -0.000470     -0.113198    -11.219457
      4.333250     -0.000480     -0.113650    -11.219121
      4.333375     -0.000481     -0.114098    -11.218796
      4.333500     -0.000526     -0.114420    -11.218554
      4.333625     -0.000524     -0.114657    -11.218444
      4.333750     -0.000255     -0.115056    -11.218439
      4.333875      0.000078     -0.115487    -11.218466
      4.334000      0.000273     -0.115802    -11.218470
      4.334125      0.000318     -0.116018    -11.218426
      4.334250      0.000256     -0.116182    -11.218324
      4.334375      0.000131     -0.116342    -11.218164
      4.334500     -0.000007     -0.116544    -11.217950
      4.334625     -0.000110     -0.116831    -11.217684
      4.334750     -0.000148     -0.117223    -11.217379
      4.334875     -0.000146     -0.117670    -11.217060
      4.335000     -0.000169     -0.118048    -11.216783
      4.335125     -0.000228     -0.118279    -11.216619
      4.335250     -0.000119     -0.118548    -11.216584
      4.335375      0.000210     -0.118966    -11.216620
      4.335500      0.000474     -0.119315    -11.216659
      4.335625      0.000579     -0.119544    -11.216659
      4.335750      0.000550     -0.119696    -11.216604
      4.335875      0.000433     -0.119817    -11.216491
      4.336000      0.000276     -0.119956    -11.216320
      4.336125      0.000127     -0.120158    -11.216095
      4.336250      0.000033     -0.120462    -11.215821
      4.336375     -0.000000     -0.120859    -11.215516
      4.336500     -0.000021     -0.121261    -11.215217
      4.336625     -0.000087     -0.121544    -11.214994
      4.336750     -0.000119     -0.121731    -11.214900
      4.336875      0.000110     -0.122073    -11.214911
      4.337000      0.000425     -0.122468    -11.214957
      4.337125      0.000608     -0.122753    -11.214980
      4.337250      0.000643     -0.122941    -11.214952
      4.337375      0.000567     -0.123081    -11.214862
      4.337500      0.000429     -0.123220    -11.214710
      4.337625      0.000277     -0.123404    -11.214498
      4.337750      0.000158     -0.123678    -11.214230
      4.337875      0.000106     -0.124065    -11.213916
      4.338000      0.000098     -0.124519    -11.213580
      4.338125      0.000070     -0.124919    -11.213276
      4.338250      0.000002     -0.125176    -11.213076
